"GEO_ID","NAME","P2_001N","P2_001NA","P2_002N","P2_002NA","P2_003N","P2_003NA","P2_004N","P2_004NA","P2_005N","P2_005NA","P2_006N","P2_006NA","P2_007N","P2_007NA","P2_008N","P2_008NA","P2_009N","P2_009NA","P2_010N","P2_010NA","P2_011N","P2_011NA","P2_012N","P2_012NA","P2_013N","P2_013NA","P2_014N","P2_014NA","P2_015N","P2_015NA","P2_016N","P2_016NA","P2_017N","P2_017NA","P2_018N","P2_018NA","P2_019N","P2_019NA","P2_020N","P2_020NA","P2_021N","P2_021NA","P2_022N","P2_022NA","P2_023N","P2_023NA","P2_024N","P2_024NA","P2_025N","P2_025NA","P2_026N","P2_026NA","P2_027N","P2_027NA","P2_028N","P2_028NA","P2_029N","P2_029NA","P2_030N","P2_030NA","P2_031N","P2_031NA","P2_032N","P2_032NA","P2_033N","P2_033NA","P2_034N","P2_034NA","P2_035N","P2_035NA","P2_036N","P2_036NA","P2_037N","P2_037NA","P2_038N","P2_038NA","P2_039N","P2_039NA","P2_040N","P2_040NA","P2_041N","P2_041NA","P2_042N","P2_042NA","P2_043N","P2_043NA","P2_044N","P2_044NA","P2_045N","P2_045NA","P2_046N","P2_046NA","P2_047N","P2_047NA","P2_048N","P2_048NA","P2_049N","P2_049NA","P2_050N","P2_050NA","P2_051N","P2_051NA","P2_052N","P2_052NA","P2_053N","P2_053NA","P2_054N","P2_054NA","P2_055N","P2_055NA","P2_056N","P2_056NA","P2_057N","P2_057NA","P2_058N","P2_058NA","P2_059N","P2_059NA","P2_060N","P2_060NA","P2_061N","P2_061NA","P2_062N","P2_062NA","P2_063N","P2_063NA","P2_064N","P2_064NA","P2_065N","P2_065NA","P2_066N","P2_066NA","P2_067N","P2_067NA","P2_068N","P2_068NA","P2_069N","P2_069NA","P2_070N","P2_070NA","P2_071N","P2_071NA","P2_072N","P2_072NA","P2_073N","P2_073NA",
"1400000US17031460400","Census Tract 4604, Cook County, Illinois","3411","null","118","null","3293","null","3209","null","21","null","3165","null","0","null","4","null","0","null","19","null","84","null","83","null","29","null","0","null","0","null","3","null","1","null","14","null","8","null","0","null","28","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031460500","Census Tract 4605, Cook County, Illinois","5400","null","97","null","5303","null","5176","null","41","null","5108","null","2","null","12","null","0","null","13","null","127","null","120","null","49","null","3","null","2","null","0","null","1","null","40","null","5","null","3","null","17","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","5","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031460800","Census Tract 4608, Cook County, Illinois","3639","null","1348","null","2291","null","2244","null","73","null","2147","null","7","null","0","null","0","null","17","null","47","null","46","null","17","null","2","null","3","null","0","null","1","null","14","null","1","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null",
"1400000US17031461000","Census Tract 4610, Cook County, Illinois","1460","null","410","null","1050","null","1013","null","43","null","962","null","2","null","5","null","0","null","1","null","37","null","34","null","14","null","0","null","0","null","2","null","0","null","10","null","0","null","1","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031470100","Census Tract 4701, Cook County, Illinois","2527","null","65","null","2462","null","2406","null","4","null","2386","null","8","null","4","null","0","null","4","null","56","null","49","null","25","null","0","null","0","null","0","null","5","null","14","null","0","null","0","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","7","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031480100","Census Tract 4801, Cook County, Illinois","2001","null","14","null","1987","null","1948","null","5","null","1936","null","0","null","3","null","0","null","4","null","39","null","31","null","24","null","0","null","0","null","0","null","0","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","7","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031480200","Census Tract 4802, Cook County, Illinois","1103","null","31","null","1072","null","1059","null","2","null","1050","null","0","null","1","null","0","null","6","null","13","null","12","null","8","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031480300","Census Tract 4803, Cook County, Illinois","1348","null","14","null","1334","null","1323","null","15","null","1300","null","2","null","1","null","0","null","5","null","11","null","10","null","3","null","0","null","3","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031480400","Census Tract 4804, Cook County, Illinois","5650","null","104","null","5546","null","5426","null","32","null","5362","null","13","null","10","null","0","null","9","null","120","null","104","null","31","null","2","null","8","null","0","null","6","null","31","null","8","null","0","null","17","null","0","null","1","null","0","null","0","null","0","null","0","null","16","null","7","null","3","null","0","null","3","null","0","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031480500","Census Tract 4805, Cook County, Illinois","2986","null","449","null","2537","null","2501","null","50","null","2419","null","13","null","4","null","0","null","15","null","36","null","35","null","14","null","2","null","0","null","0","null","0","null","4","null","5","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490200","Census Tract 4902, Cook County, Illinois","3040","null","55","null","2985","null","2913","null","19","null","2879","null","1","null","9","null","0","null","5","null","72","null","67","null","38","null","0","null","4","null","0","null","0","null","13","null","0","null","0","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490500","Census Tract 4905, Cook County, Illinois","1995","null","52","null","1943","null","1905","null","22","null","1858","null","7","null","5","null","0","null","13","null","38","null","29","null","19","null","0","null","1","null","0","null","4","null","2","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","9","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490600","Census Tract 4906, Cook County, Illinois","1443","null","31","null","1412","null","1378","null","1","null","1369","null","2","null","3","null","0","null","3","null","34","null","28","null","14","null","0","null","0","null","0","null","3","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","5","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490700","Census Tract 4907, Cook County, Illinois","2656","null","88","null","2568","null","2515","null","4","null","2509","null","1","null","1","null","0","null","0","null","53","null","48","null","35","null","0","null","1","null","0","null","0","null","8","null","0","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","0","null","5","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490800","Census Tract 4908, Cook County, Illinois","3502","null","61","null","3441","null","3365","null","24","null","3322","null","4","null","8","null","0","null","7","null","76","null","76","null","32","null","1","null","0","null","0","null","2","null","17","null","7","null","0","null","15","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490901","Census Tract 4909.01, Cook County, Illinois","3403","null","55","null","3348","null","3270","null","17","null","3243","null","0","null","0","null","0","null","10","null","78","null","73","null","29","null","1","null","0","null","0","null","0","null","25","null","4","null","0","null","11","null","1","null","0","null","0","null","0","null","0","null","2","null","4","null","1","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031490902","Census Tract 4909.02, Cook County, Illinois","4647","null","71","null","4576","null","4490","null","15","null","4455","null","0","null","1","null","0","null","19","null","86","null","70","null","26","null","1","null","0","null","0","null","0","null","17","null","5","null","2","null","19","null","0","null","0","null","0","null","0","null","0","null","0","null","16","null","15","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031491000","Census Tract 4910, Cook County, Illinois","3807","null","160","null","3647","null","3571","null","36","null","3511","null","7","null","4","null","0","null","13","null","76","null","59","null","32","null","4","null","0","null","0","null","3","null","20","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","17","null","7","null","9","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031491100","Census Tract 4911, Cook County, Illinois","4079","null","74","null","4005","null","3913","null","47","null","3843","null","9","null","3","null","4","null","7","null","92","null","86","null","39","null","2","null","1","null","0","null","3","null","31","null","6","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031491200","Census Tract 4912, Cook County, Illinois","2019","null","47","null","1972","null","1945","null","18","null","1923","null","0","null","2","null","0","null","2","null","27","null","20","null","16","null","0","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031491300","Census Tract 4913, Cook County, Illinois","2023","null","61","null","1962","null","1934","null","16","null","1909","null","2","null","2","null","0","null","5","null","28","null","21","null","5","null","0","null","3","null","0","null","0","null","8","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031491400","Census Tract 4914, Cook County, Illinois","2593","null","80","null","2513","null","2424","null","16","null","2395","null","1","null","5","null","1","null","6","null","89","null","70","null","35","null","1","null","0","null","0","null","5","null","20","null","3","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","13","null","10","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031500100","Census Tract 5001, Cook County, Illinois","3545","null","62","null","3483","null","3423","null","13","null","3408","null","1","null","0","null","0","null","1","null","60","null","55","null","15","null","2","null","2","null","0","null","5","null","16","null","0","null","0","null","13","null","0","null","0","null","1","null","1","null","0","null","0","null","5","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031500200","Census Tract 5002, Cook County, Illinois","1688","null","45","null","1643","null","1604","null","10","null","1580","null","1","null","4","null","1","null","8","null","39","null","37","null","22","null","0","null","1","null","0","null","0","null","3","null","1","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031500300","Census Tract 5003, Cook County, Illinois","1587","null","386","null","1201","null","1149","null","421","null","716","null","8","null","4","null","0","null","0","null","52","null","41","null","14","null","2","null","5","null","0","null","3","null","9","null","2","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","11","null","3","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031510100","Census Tract 5101, Cook County, Illinois","3231","null","2701","null","530","null","505","null","259","null","215","null","8","null","13","null","2","null","8","null","25","null","22","null","6","null","0","null","4","null","0","null","1","null","4","null","0","null","0","null","1","null","0","null","0","null","1","null","4","null","1","null","0","null","2","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031510200","Census Tract 5102, Cook County, Illinois","2922","null","602","null","2320","null","2282","null","110","null","2160","null","2","null","0","null","0","null","10","null","38","null","36","null","22","null","3","null","3","null","0","null","2","null","2","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031510300","Census Tract 5103, Cook County, Illinois","4850","null","94","null","4756","null","4646","null","16","null","4609","null","8","null","1","null","0","null","12","null","110","null","95","null","52","null","0","null","0","null","0","null","3","null","29","null","0","null","1","null","7","null","0","null","0","null","0","null","0","null","3","null","0","null","12","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031520100","Census Tract 5201, Cook County, Illinois","1745","null","1437","null","308","null","293","null","154","null","128","null","1","null","4","null","2","null","4","null","15","null","12","null","1","null","0","null","2","null","0","null","0","null","4","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031520200","Census Tract 5202, Cook County, Illinois","3338","null","2689","null","649","null","625","null","232","null","367","null","8","null","7","null","2","null","9","null","24","null","23","null","3","null","2","null","1","null","0","null","5","null","2","null","5","null","0","null","1","null","2","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031520300","Census Tract 5203, Cook County, Illinois","5675","null","4943","null","732","null","696","null","486","null","148","null","15","null","17","null","0","null","30","null","36","null","34","null","14","null","3","null","3","null","0","null","8","null","2","null","1","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031520400","Census Tract 5204, Cook County, Illinois","4055","null","3476","null","579","null","547","null","423","null","100","null","0","null","8","null","0","null","16","null","32","null","28","null","2","null","11","null","0","null","0","null","13","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","4","null","2","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031520500","Census Tract 5205, Cook County, Illinois","4420","null","3269","null","1151","null","1103","null","948","null","113","null","9","null","23","null","0","null","10","null","48","null","47","null","8","null","7","null","8","null","0","null","19","null","4","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031520600","Census Tract 5206, Cook County, Illinois","2530","null","2052","null","478","null","455","null","387","null","54","null","6","null","5","null","0","null","3","null","23","null","19","null","2","null","7","null","2","null","2","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031530100","Census Tract 5301, Cook County, Illinois","2197","null","996","null","1201","null","1152","null","62","null","1062","null","3","null","8","null","0","null","17","null","49","null","38","null","7","null","1","null","5","null","0","null","6","null","5","null","0","null","0","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031530200","Census Tract 5302, Cook County, Illinois","4128","null","152","null","3976","null","3886","null","30","null","3830","null","4","null","0","null","0","null","22","null","90","null","82","null","37","null","0","null","5","null","0","null","4","null","26","null","3","null","1","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031530300","Census Tract 5303, Cook County, Illinois","3964","null","86","null","3878","null","3791","null","13","null","3755","null","1","null","2","null","0","null","20","null","87","null","71","null","32","null","1","null","3","null","0","null","0","null","21","null","3","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","16","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031530400","Census Tract 5304, Cook County, Illinois","2059","null","95","null","1964","null","1911","null","20","null","1881","null","2","null","4","null","0","null","4","null","53","null","50","null","15","null","3","null","0","null","0","null","0","null","19","null","1","null","0","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031530501","Census Tract 5305.01, Cook County, Illinois","4514","null","116","null","4398","null","4319","null","48","null","4234","null","11","null","5","null","0","null","21","null","79","null","76","null","32","null","0","null","1","null","0","null","0","null","19","null","3","null","0","null","21","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031530502","Census Tract 5305.02, Cook County, Illinois","1570","null","19","null","1551","null","1534","null","0","null","1529","null","5","null","0","null","0","null","0","null","17","null","11","null","2","null","1","null","0","null","0","null","0","null","2","null","0","null","1","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","5","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
