"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_001EA","S1902_C01_001MA","S1902_C02_001E","S1902_C02_001M","S1902_C02_001EA","S1902_C02_001MA","S1902_C01_002E","S1902_C01_002EA","S1902_C01_002M","S1902_C01_002MA","S1902_C02_002E","S1902_C02_002EA","S1902_C02_002M","S1902_C02_002MA","S1902_C01_003E","S1902_C01_003M","S1902_C01_003EA","S1902_C01_003MA","S1902_C02_003E","S1902_C02_003M","S1902_C02_003EA","S1902_C02_003MA","S1902_C01_004E","S1902_C01_004EA","S1902_C01_004M","S1902_C01_004MA","S1902_C02_004E","S1902_C02_004EA","S1902_C02_004M","S1902_C02_004MA","S1902_C01_005E","S1902_C01_005M","S1902_C01_005EA","S1902_C01_005MA","S1902_C02_005E","S1902_C02_005M","S1902_C02_005EA","S1902_C02_005MA","S1902_C01_006E","S1902_C01_006EA","S1902_C01_006M","S1902_C01_006MA","S1902_C02_006E","S1902_C02_006M","S1902_C02_006EA","S1902_C02_006MA","S1902_C01_007E","S1902_C01_007EA","S1902_C01_007M","S1902_C01_007MA","S1902_C02_007E","S1902_C02_007M","S1902_C02_007EA","S1902_C02_007MA","S1902_C01_008E","S1902_C01_008EA","S1902_C01_008M","S1902_C01_008MA","S1902_C02_008E","S1902_C02_008EA","S1902_C02_008M","S1902_C02_008MA","S1902_C01_009E","S1902_C01_009EA","S1902_C01_009M","S1902_C01_009MA","S1902_C02_009E","S1902_C02_009EA","S1902_C02_009M","S1902_C02_009MA","S1902_C01_010E","S1902_C01_010EA","S1902_C01_010M","S1902_C01_010MA","S1902_C02_010E","S1902_C02_010M","S1902_C02_010EA","S1902_C02_010MA","S1902_C01_011E","S1902_C01_011M","S1902_C01_011EA","S1902_C01_011MA","S1902_C02_011E","S1902_C02_011EA","S1902_C02_011M","S1902_C02_011MA","S1902_C01_012E","S1902_C01_012EA","S1902_C01_012M","S1902_C01_012MA","S1902_C02_012E","S1902_C02_012EA","S1902_C02_012M","S1902_C02_012MA","S1902_C01_013E","S1902_C01_013EA","S1902_C01_013M","S1902_C01_013MA","S1902_C02_013E","S1902_C02_013M","S1902_C02_013EA","S1902_C02_013MA","S1902_C01_014E","S1902_C01_014EA","S1902_C01_014M","S1902_C01_014MA","S1902_C02_014E","S1902_C02_014M","S1902_C02_014EA","S1902_C02_014MA","S1902_C01_015E","S1902_C01_015M","S1902_C01_015EA","S1902_C01_015MA","S1902_C02_015E","S1902_C02_015M","S1902_C02_015EA","S1902_C02_015MA","S1902_C01_016E","S1902_C01_016M","S1902_C01_016EA","S1902_C01_016MA","S1902_C02_016E","S1902_C02_016EA","S1902_C02_016M","S1902_C02_016MA","S1902_C01_017E","S1902_C01_017EA","S1902_C01_017M","S1902_C01_017MA","S1902_C02_017E","S1902_C02_017M","S1902_C02_017EA","S1902_C02_017MA","S1902_C01_018E","S1902_C01_018M","S1902_C01_018EA","S1902_C01_018MA","S1902_C02_018E","S1902_C02_018M","S1902_C02_018EA","S1902_C02_018MA","S1902_C01_019E","S1902_C01_019EA","S1902_C01_019M","S1902_C01_019MA","S1902_C02_019E","S1902_C02_019EA","S1902_C02_019M","S1902_C02_019MA","S1902_C01_020E","S1902_C01_020EA","S1902_C01_020M","S1902_C01_020MA","S1902_C02_020E","S1902_C02_020EA","S1902_C02_020M","S1902_C02_020MA","S1902_C01_021E","S1902_C01_021EA","S1902_C01_021M","S1902_C01_021MA","S1902_C02_021E","S1902_C02_021EA","S1902_C02_021M","S1902_C02_021MA","S1902_C01_022E","S1902_C01_022M","S1902_C01_022EA","S1902_C01_022MA","S1902_C02_022E","S1902_C02_022M","S1902_C02_022EA","S1902_C02_022MA","S1902_C01_023E","S1902_C01_023EA","S1902_C01_023M","S1902_C01_023MA","S1902_C02_023E","S1902_C02_023M","S1902_C02_023EA","S1902_C02_023MA","S1902_C01_024E","S1902_C01_024M","S1902_C01_024EA","S1902_C01_024MA","S1902_C02_024E","S1902_C02_024EA","S1902_C02_024M","S1902_C02_024MA","S1902_C01_025E","S1902_C01_025EA","S1902_C01_025M","S1902_C01_025MA","S1902_C02_025E","S1902_C02_025M","S1902_C02_025EA","S1902_C02_025MA","S1902_C01_026E","S1902_C01_026M","S1902_C01_026EA","S1902_C01_026MA","S1902_C02_026E","S1902_C02_026M","S1902_C02_026EA","S1902_C02_026MA","S1902_C01_027E","S1902_C01_027EA","S1902_C01_027M","S1902_C01_027MA","S1902_C02_027E","S1902_C02_027EA","S1902_C02_027M","S1902_C02_027MA",
"Geography","Geographic Area Name","Total!!Estimate!!All households","Total!!Margin of Error!!All households","Annotation of Total!!Estimate!!All households","Annotation of Total!!Margin of Error!!All households","Mean income (dollars)!!Estimate!!All households","Mean income (dollars)!!Margin of Error!!All households","Annotation of Mean income (dollars)!!Estimate!!All households","Annotation of Mean income (dollars)!!Margin of Error!!All households","Total!!Estimate!!With earnings","Annotation of Total!!Estimate!!With earnings","Total!!Margin of Error!!With earnings","Annotation of Total!!Margin of Error!!With earnings","Mean income (dollars)!!Estimate!!With earnings","Annotation of Mean income (dollars)!!Estimate!!With earnings","Mean income (dollars)!!Margin of Error!!With earnings","Annotation of Mean income (dollars)!!Margin of Error!!With earnings","Total!!Estimate!!With interest, dividends, or net rental income","Total!!Margin of Error!!With interest, dividends, or net rental income","Annotation of Total!!Estimate!!With interest, dividends, or net rental income","Annotation of Total!!Margin of Error!!With interest, dividends, or net rental income","Mean income (dollars)!!Estimate!!With interest, dividends, or net rental income","Mean income (dollars)!!Margin of Error!!With interest, dividends, or net rental income","Annotation of Mean income (dollars)!!Estimate!!With interest, dividends, or net rental income","Annotation of Mean income (dollars)!!Margin of Error!!With interest, dividends, or net rental income","Total!!Estimate!!With Social Security income","Annotation of Total!!Estimate!!With Social Security income","Total!!Margin of Error!!With Social Security income","Annotation of Total!!Margin of Error!!With Social Security income","Mean income (dollars)!!Estimate!!With Social Security income","Annotation of Mean income (dollars)!!Estimate!!With Social Security income","Mean income (dollars)!!Margin of Error!!With Social Security income","Annotation of Mean income (dollars)!!Margin of Error!!With Social Security income","Total!!Estimate!!With Supplemental Security Income (SSI)","Total!!Margin of Error!!With Supplemental Security Income (SSI)","Annotation of Total!!Estimate!!With Supplemental Security Income (SSI)","Annotation of Total!!Margin of Error!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Estimate!!With Supplemental Security Income (SSI)","Mean income (dollars)!!Margin of Error!!With Supplemental Security Income (SSI)","Annotation of Mean income (dollars)!!Estimate!!With Supplemental Security Income (SSI)","Annotation of Mean income (dollars)!!Margin of Error!!With Supplemental Security Income (SSI)","Total!!Estimate!!With cash public assistance income","Annotation of Total!!Estimate!!With cash public assistance income","Total!!Margin of Error!!With cash public assistance income","Annotation of Total!!Margin of Error!!With cash public assistance income","Mean income (dollars)!!Estimate!!With cash public assistance income","Mean income (dollars)!!Margin of Error!!With cash public assistance income","Annotation of Mean income (dollars)!!Estimate!!With cash public assistance income","Annotation of Mean income (dollars)!!Margin of Error!!With cash public assistance income","Total!!Estimate!!With retirement income","Annotation of Total!!Estimate!!With retirement income","Total!!Margin of Error!!With retirement income","Annotation of Total!!Margin of Error!!With retirement income","Mean income (dollars)!!Estimate!!With retirement income","Mean income (dollars)!!Margin of Error!!With retirement income","Annotation of Mean income (dollars)!!Estimate!!With retirement income","Annotation of Mean income (dollars)!!Margin of Error!!With retirement income","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!No workers","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked","Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Annotation of Total!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Annotation of Total!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race","Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Annotation of Total!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Annotation of Total!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Annotation of Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Annotation of Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Annotation of Mean income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Annotation of Mean income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Annotation of Total!!Estimate!!White alone, not Hispanic or Latino","Annotation of Total!!Margin of Error!!White alone, not Hispanic or Latino","Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Annotation of Mean income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Annotation of Mean income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Annotation of Mean income (dollars)!!Estimate!!PERCENT IMPUTED!!Individual income in the past 12 months","Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months","Annotation of Mean income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Individual income in the past 12 months",
"1600000US1714000","Chicago city, Illinois","1033022","3420","null","null","68646","514","null","null","80.5","null","0.2","null","72588","null","553","null","19.3","0.3","null","null","16085","636","null","null","21.3","null","0.2","null","13769","null","89","null","5.1","0.2","null","null","8344","143","null","null","3.6","null","0.1","null","3172","143","null","null","11.5","null","0.2","null","21744","530","null","null","581571","null","3781","null","78075","null","717","null","13.4","null","0.3","null","29624","null","1161","null","35.8","null","0.6","null","56989","1274","null","null","26.4","0.4","null","null","126907","null","1984","null","13.1","null","0.4","null","65848","null","1452","null","6.6","null","0.2","null","111838","2913","null","null","4.7","null","0.2","null","90484","3036","null","null","2703466","55","null","null","27148","201","null","null","42.7","0.3","null","null","39799","null","422","null","34.0","null","0.2","null","17255","203","null","null","0.2","0.1","null","null","22114","2550","null","null","5.4","null","0.1","null","30953","null","1114","null","0.0","null","0.1","null","53177","null","43078","null","16.0","null","0.3","null","14110","null","237","null","1.6","0.1","null","null","18517","1514","null","null","27.9","null","0.2","null","14986","213","null","null","31.8","0.2","null","null","47810","null","520","null","30.6","null","-888888888.0","(X)","(X)","(X)","(X)","(X)","34.6","-888888888.0","null","(X)","(X)","(X)","(X)","(X)","24.4","null","-888888888.0","(X)","(X)","(X)","(X)","(X)",
